"sec"    "mA"    "mV"
464.189   -0.378980398178101   223.910308837891
464.289   -0.377006471157074   226.073806762695
464.389   -0.4007188975811   227.440521240234
464.49   -0.347346931695938   230.856552124023
464.59   -0.367111504077911   232.14697265625
464.69   -0.371084690093994   234.121002197266
464.79   -0.363163650035858   236.626052856445
464.89   -0.375032544136047   236.701843261719
464.991   -0.38490217924118   237.840682983398
465.091   -0.380954325199127   239.131118774414
465.191   -0.380954325199127   241.028854370117
465.291   -0.380954325199127   242.69921875
465.391   -0.388875335454941   244.445373535156
465.491   -0.378980398178101   245.622116088867
465.592   -0.363163650035858   247.405685424805
465.692   -0.353268712759018   250.556442260742
465.792   -0.357241868972778   251.884765625
465.892   -0.353268712759018   253.744613647461
465.992   -0.345373004674911   255.832321166992
466.093   -0.367111504077911   257.312713623047
466.193   -0.359215795993805   259.400421142578
466.293   -0.373058617115021   259.779876708984
466.393   -0.367111504077911   262.171234130859
466.493   -0.347346931695938   265.169921875
466.593   -0.353268712759018   267.02978515625
466.694   -0.331530183553696   269.611114501953
466.794   -0.347346931695938   271.091522216797
466.894   -0.337451964616776   273.330810546875
466.994   -0.365137577056885   273.67236328125
467.094   -0.353268712759018   275.570098876953
467.195   -0.345373004674911   277.164672851563
467.295   -0.351294785737991   279.214019775391
467.395   -0.355267941951752   280.201263427734
467.495   -0.351294785737991   282.440551757813
467.595   -0.345373004674911   284.641967773438
467.695   -0.345373004674911   285.856597900391
467.796   -0.351294785737991   287.489044189453
467.896   -0.367111504077911   288.589508056641
467.996   -0.363163650035858   290.069915771484
468.096   -0.345373004674911   292.499176025391
468.196   -0.341425150632858   294.966339111328
468.297   -0.347346931695938   295.953094482422
468.397   -0.325608402490616   298.192901611328
468.497   -0.335478037595749   299.824859619141
468.597   -0.337451964616776   301.457336425781
468.697   -0.329556256532669   303.468780517578
468.797   -0.357241868972778   304.797576904297
468.898   -0.329556256532669   306.467468261719
468.998   -0.337451964616776   308.251495361328
469.098   -0.341425150632858   310.528686523438
469.198   -0.325608402490616   312.768493652344
469.298   -0.327582329511642   314.969879150391
469.398   -0.309791684150696   317.323364257813
469.499   -0.319661319255829   318.613800048828
469.599   -0.319661319255829   320.207855224609
469.699   -0.313739538192749   322.599243164063
469.799   -0.30187064409256   324.990600585938
469.899   -0.309791684150696   326.471008300781
469.999   -0.299896717071533   329.241821289063
470.1   -0.325608402490616   330.266479492188
470.2   -0.319661319255829   332.316314697266
470.3   -0.305818498134613   334.176147460938
470.4   -0.327582329511642   335.808624267578
470.5   -0.313739538192749   338.010009765625
470.601   -0.329556256532669   339.604095458984
470.701   -0.309791684150696   340.932922363281
470.801   -0.333504110574722   341.957580566406
470.901   -0.313739538192749   343.931121826172
471.001   -0.343399077653885   345.145751953125
471.101   -0.325608402490616   347.499206542969
471.202   -0.325608402490616   349.093780517578
471.302   -0.305818498134613   351.826721191406
471.402   -0.309791684150696   352.851379394531
471.502   -0.307817757129669   355.280639648438
471.602   -0.307817757129669   356.608947753906
471.702   -0.309791684150696   358.317230224609
471.803   -0.307817757129669   360.025482177734
471.903   -0.307817757129669   361.278015136719
472.003   -0.307817757129669   362.910003662109
472.103   -0.303844571113586   364.845642089844
472.203   -0.299896717071533   366.705963134766
472.303   -0.30187064409256   368.983154296875
472.404   -0.29594886302948   370.767211914063
472.504   -0.305818498134613   372.664947509766
472.604   -0.299896717071533   374.031646728516
472.704   -0.307817757129669   375.701538085938
472.804   -0.28013214468956   378.130798339844
472.905   -0.29594886302948   378.776000976563
